CNPJ_Fundo;Data_Referencia;Versao;Tipo;Emissor;CNPJ_Emissor;Emissao;Serie;Codigo_Acao;Nome_Ativo;Data_Vencimento;Quantidade;Valor
34.847.063/0001-08;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;60;1;;;;3080;3173530.47
34.847.063/0001-08;2023-03-31;1;FII;FII - VBI CRI;28729197000113;;;;;;5;446.2
34.847.063/0001-08;2023-03-31;1;FII;HSI MALLS FII;32892018000131;;;;;;31744;2528409.6
34.847.063/0001-08;2023-03-31;1;FII;VINCI SHOPPING CENTERS FII - FII;17554274000125;;;;;;10;1019.4
34.847.063/0001-08;2023-03-31;1;FII;MORE REAL ESTATE FOF FII FII;34197727000122;;;;;;3449;207802.25
34.847.063/0001-08;2023-03-31;1;FII;RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH YIELD FII - FII;37899479000150;;;;;;5;462.25
34.847.063/0001-08;2023-03-31;1;FII;SANTANDER RENDA DE ALUGUÉIS FII- FII;32903702000171;;;;;;7456;416044.8
34.847.063/0001-08;2023-03-31;1;FII;VINCI INSTRUMENTOS FINANCEIROS FII - FII;31547855000160;;;;;;81050;544656
34.847.063/0001-08;2023-03-31;1;FII;TELLUS PROPERTIES  FII;26681370000125;;;;;;16283;1081191.2
34.847.063/0001-08;2023-03-31;1;FII;FII - FII RBR RENDIMENTO HIGH GRADE;29467977000103;;;;;;5;431
34.847.063/0001-08;2023-03-31;1;FII;FII - VBI LOGISTICO;30629603000118;;;;;;6918;655549.68
34.847.063/0001-08;2023-03-31;1;FII;VALORA CRI CDI FII - FII;29852732000191;;;;;;50;465
34.847.063/0001-08;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;02773542000122;1;219;;;;3940;2894671.9
34.847.063/0001-08;2023-03-31;1;FII;FII CAMPUS FARIA LIMA;11602654000101;;;;;;5;522.3
34.847.063/0001-08;2023-03-31;1;FII;FII - FII REC RENDA IMOBILIÁRIA;32274163000159;;;;;;10;502.3
34.847.063/0001-08;2023-06-30;1;FII;XP CREDITO IMOBILIARIO FUNDO DE INVESTIMENTO IMOBILIARIO;28516301000191;;;;;;6117;538296
34.847.063/0001-08;2023-06-30;1;FII;VALORA HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIARIO  FII;36771692000119;;;;;;10;95.8
34.847.063/0001-08;2023-06-30;1;FII;BRESCO - FUNDO DE INVESTIMENTO IMOBILIARIO;20748515/0001-81;;;;;;10;1165.7
34.847.063/0001-08;2023-06-30;1;FII;MILETO - FUNDO DE INVESTIMENTO IMOBILIARIO;35704849000120;;;;;;56400;4600638.48
34.847.063/0001-08;2023-06-30;1;FII;CAPITANIA SECURITIES II FUNDO DE INVEST IMOBILIARIO - FII;18979895/0001-13;;;;;;5;426.2
34.847.063/0001-08;2023-06-30;1;Outras Cotas de FI;ITAU RENDA FIXA REFERENCIADO DI VIP FUNDO DE INVES;05073650000180;;;;;;101.5;802.99
34.847.063/0001-08;2023-06-30;1;FII;DEVANT RECEBIVEIS IMOBILIARIOS FUNDO DE INVEST IMOBILIARIO;37087810/0001-37;;;;;;10;606.8
34.847.063/0001-08;2023-06-30;1;FII;CARTESIA RECEBIVEIS IMOBILIARIOS - FUNDO DE INVEST IMOB;32065364/0001-46;;;;;;14;738.43
34.847.063/0001-08;2023-06-30;1;FII;SIG CAPITAL RECEBIVEIS PULVERIZADOS FUNDO DE INVEST IMOB;40011324/0001-40;;;;;;58990;5899000
34.847.063/0001-08;2023-06-30;1;FII;MULTIOFFICES 2 - FUNDO DE INVESTIMENTO IMOBILIARIO;31508219000120;;;;;;888;754687.62
34.847.063/0001-08;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;08769451000108;4;390;;;;1432;1407578.21
34.847.063/0001-08;2023-06-30;1;FII;KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIARIO - FII;35864448000138;;;;;;10;890.1
34.847.063/0001-08;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIARIO RBR PROPERTIES - FII;21408063/0001-51;;;;;;10;584.9
34.847.063/0001-08;2023-06-30;1;FII;GALAPAGOS RECEBIVEIS IMOBILIARIOS FUNDO DE INVEST IMOB;38293897/0001-61;;;;;;21994;2034005.12
34.847.063/0001-08;2023-06-30;1;FII;PLURAL RECEBIVEIS IMOBILIARIOS FUNDO DE INVEST IMOBILIARIO;32527683000126;;;;;;10;868.5
34.847.063/0001-08;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOB TELLUS RIO BRAVO RENDA LOG - FII;16671412/0001-93;;;;;;10;970
34.847.063/0001-08;2023-06-30;1;FII;VINCI LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO  FII;24853044000122;;;;;;10;1110
34.847.063/0001-08;2023-06-30;1;FII;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO;08431747000106;;;;;;4243;924549.7
34.847.063/0001-08;2023-06-30;1;FII;RB CAPITAL OFFICE INCOME FUNDO DE INVESTIMENTO IMOBILIARIO;31894369000119;;;;;;9234;215152.2
34.847.063/0001-08;2023-06-30;1;FII;FII BTG PACTUAL FUNDO DE CRI;09552812000114;;;;;;90;823.5
34.847.063/0001-08;2023-06-30;1;Outras Cotas de FI;ALIANZA OFFICES FIM CP LP;32006888000166;;;;;;4487.69;3991754.97
34.847.063/0001-08;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA;11602654000101;;;;;;5;543.7
34.847.063/0001-08;2023-06-30;1;FII;ALIANZA REAL ESTATE II - FUNDO DE INVEST IMOBILIARIO - FII;22169716/0001-50;;;;;;2506.32;1293456.51
34.847.063/0001-08;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;02773542000122;1;219;;;;3940;2783006.89
34.847.063/0001-08;2023-06-30;1;FII;CSHG LOGISTICA - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;11728688/0001-47;;;;;;8170;1366269.1
34.847.063/0001-08;2023-06-30;1;FII;BLUEMACAW LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;34081637/0001-71;;;;;;5;342.4
34.847.063/0001-08;2023-06-30;1;FII;JS REAL ESTATE MULTIGESTAO - FII;13371132000171;;;;;;10;797
34.847.063/0001-08;2023-06-30;1;FII;XP LOG FUNDO INVESTIMENTO IMOBILIARIO FII;26502794000185;;;;;;11000;1256090
34.847.063/0001-08;2023-06-30;1;FII;POLO CREDITO IMOBILIARIO  FUNDO DE INVESTIMENTO IMOBILIARIO;17156502000109;;;;;;10;897.2
34.847.063/0001-08;2023-06-30;1;FII;RIO BRAVO CREDITO IMOB HIGH YIELD FUNDO DE INVEST IMOB  FII;37899479/0001-50;;;;;;5;468.5
34.847.063/0001-08;2023-06-30;1;FII;BANESTES RECEBIVEIS IMOBILIARIOS FUNDO DE INVEST IMOBILIARIO;22219335/0001-38;;;;;;1;79.78
34.847.063/0001-08;2023-06-30;1;FII;VBI CONSUMO ESSENCIAL FUNDO DE INVESTIMENTO IMOBILIARIO;34691520000100;;;;;;5;485
34.847.063/0001-08;2023-06-30;1;FII;PATRIA LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;35754164000199;;;;;;33865;2561209.95
34.847.063/0001-08;2023-06-30;1;FII;XP PROPERTIES FUNDO DE INVESTIMENTO IMOBILIARIO - FII;30654849000140;;;;;;5;115
34.847.063/0001-08;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIARIO IRIDIUM RECEBIVEIS IMOB;28830325/0001-10;;;;;;5;444.1
34.847.063/0001-08;2023-06-30;1;FII;AF INVEST CRI FUNDO DE INVEST IMOBILIARIO RECEBIVEIS IMOB;36642293/0001-58;;;;;;7;679
34.847.063/0001-08;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIARIO - FII REC RECEBIVEIS IMOB;28152272/0001-26;;;;;;15;446.45
34.847.063/0001-08;2023-06-30;1;FII;MORE RECEBIVEIS IMOBILIARIOS FII - FII;40102474000169;;;;;;28500;2594925
34.847.063/0001-08;2023-06-30;1;FII;TELLUS PROPERTIES FUNDO DE INVESTIMENTO IMOBILIARIO;26681370000125;;;;;;16283;1431275.7
34.847.063/0001-08;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;08769451000108;4;311;;;;3722;3491976.35
34.847.063/0001-08;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;25032881000153;;;;;;10;1217.1
34.847.063/0001-08;2023-06-30;1;FII;FARIA LIMA CAPITAL RECEBIVEIS IMOB I - FUNDO DE INVEST IMOB;33884145/0001-51;;;;;;5;468.5
34.847.063/0001-08;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOB BARIGUI RENDIMENTOS IMOB I FII;29267567/0001-00;;;;;;10;852
34.847.063/0001-08;2023-06-30;1;FII;KINEA RENDIMENTOS IMOBILIARIOS FII;16706958000132;;;;;;10000;976500
34.847.063/0001-08;2023-06-30;1;FII;SANTANDER RENDA DE ALUGUEIS FUNDO DE INVESTIMENTO IMOBILIARI;32903702/0001-71;;;;;;7456;482328.64
34.847.063/0001-08;2023-06-30;1;FII;VALORA CRI INDICE DE PRECO FUNDO DE INVEST IMOBILIARIO - FII;34197811000146;;;;;;7;630
34.847.063/0001-08;2023-06-30;1;FII;QUASAR CREDITO IMOBILIARIO FUNDO DE INVESTIMENTO IMOBILIARIO;32400264000129;;;;;;13150;1049238.5
34.847.063/0001-08;2023-06-30;1;FII;CSHG RECEBIVEIS IMOBILIARIOS - FUNDO DE INVEST IMOB - FII;11160521/0001-22;;;;;;5;520
34.847.063/0001-08;2023-06-30;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES LP FICFI;06175696000173;;;;;;4923.55;299774.15
34.847.063/0001-08;2023-06-30;1;FII;XP INDUSTRIAL FUNDO DE INVESTIMENTO IMOBILIARIO;28516325000140;;;;;;10;803.5
34.847.063/0001-08;2023-06-30;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;09304427000158;6;2;;;;508;499828.37
34.847.063/0001-08;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOB - FII RBR RENDIMENTO HIGH GRADE;29467977/0001-03;;;;;;5;455.85
34.847.063/0001-08;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIARIO VOTORANTIM LOGISTICA;27368600000163;;;;;;10;999.8
34.847.063/0001-08;2023-06-30;1;FII;VINCI INSTRUMENTOS FINANCEIROS FUNDO DE INVEST IMOB  FII;31547855000160;;;;;;81050;654884
34.847.063/0001-08;2023-06-30;1;FII;AUTONOMY EDIFICIOS CORPORATIVOS FUNDO DE INVEST IMOB - FII;35765826/0001-26;;;;;;5;354.25
34.847.063/0001-08;2023-06-30;1;FII;FII TORRE ALMIRANTE;07122725000100;;;;;;1143;903050.01
34.847.063/0001-08;2023-06-30;1;FII;URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;34508872000187;;;;;;2;196.34
34.847.063/0001-08;2023-06-30;1;FII;HSI LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;32903621000171;;;;;;10;949.7
34.847.063/0001-08;2023-06-30;1;FII;ALIANZA URBAN HUB RENDA FUNDO DE INVESTIMENTO IMOBILIARIO;41076823/0001-88;;;;;;63770.47;5605723.02
34.847.063/0001-08;2023-06-30;1;FII;JFL LIVING FUNDO DE INVESTIMENTO IMOBILIARIO;36501181000187;;;;;;27037;1940986.23
34.847.063/0001-08;2023-06-30;1;FII;CSHG RENDA URBANA FI IMOBILIARIO FII;29641226/0001-53;;;;;;5;661.8
34.847.063/0001-08;2023-06-30;1;FII;HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIARIO;30248180000196;;;;;;5;293.1
34.847.063/0001-08;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIARIO VBI CRI;28729197000113;;;;;;5;448
34.847.063/0001-08;2023-06-30;1;FII;PATRIA EDIFICIOS CORPORATIVOS FUNDO DE INVEST IMOB - FII;30048651000112;;;;;;10;739.8
34.847.063/0001-08;2023-06-30;1;FII;VINCI SHOPPING CENTERS FUNDO DE INVEST IMOB  FII;17554274000125;;;;;;10;1197
34.847.063/0001-08;2023-06-30;1;CRI/CRA;BARIGUI SECURITIZADORA S.A.;10608405000160;15;1;;;;2022;1959956.19
34.847.063/0001-08;2023-06-30;1;FII;VALORA CRI CDI FUNDO DE INVESTIMENTO IMOBILIARIO  FII;29852732000191;;;;;;50;475.5
34.847.063/0001-08;2023-06-30;1;FII;DEVANT PROPERTIES FUNDO DE INVESTIMENTO IMOBILIARIO;42922127/0001-08;;;;;;539;53361
34.847.063/0001-08;2023-06-30;1;FII;RIO BRAVO RENDA RESIDENCIAL FUNDO DE INVEST IMOBILIARIO;36517660/0001-91;;;;;;10;540
34.847.063/0001-08;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOB RBR CREDITO IMOB HIGH YIELD;30166700/0001-11;;;;;;20388;2004548.16
34.847.063/0001-08;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOB RIO BRAVO RENDA CORPORATIVA;03683056/0001-86;;;;;;10;1437.8
34.847.063/0001-08;2023-06-30;1;FII;CSHG REAL ESTATE - FI IMOBILIARIO - FII;09072017/0001-29;;;;;;10;1415.9
34.847.063/0001-08;2023-06-30;1;FII;XP MALLS FUNDO DE INVESTIMENTO IMOBILIARIO FII;28757546000100;;;;;;10;1054.9
34.847.063/0001-08;2023-06-30;1;FII;ASA METROPOLIS FUNDO DE INVESTIMENTO IMOBILIARIO;38293921/0001-62;;;;;;15600;778440
34.847.063/0001-08;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;441;;;;2315;2549659.02
34.847.063/0001-08;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIARIO - VBI PRIME PROPERTIES;35652102/0001-76;;;;;;10;986.5
34.847.063/0001-08;2023-06-30;1;FII;BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;11839593/0001-09;;;;;;5;513.2
34.847.063/0001-08;2023-06-30;1;FII;FATOR VERITA FUNDO DE INVESTIMENTO IMOBILIARIO;11664201000100;;;;;;16010;1471158.9
34.847.063/0001-08;2023-06-30;1;FII;HABITAT RECEBIVEIS PULVERIZADOS FUNDO DE INVESTIMENTO IMOB;30578417/0001-05;;;;;;6;583.2
34.847.063/0001-08;2023-06-30;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;09304427000158;6;1;;;;2563;2676838.54
34.847.063/0001-08;2023-06-30;1;FII;MORE REAL ESTATE FOF FII FUNDO DE INVESTIMENTO IMOBILIARIO;34197727000122;;;;;;3449;251432.1
34.847.063/0001-08;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIARIO RIZA TERRAX;36501128/0001-86;;;;;;10;916.9
34.847.063/0001-08;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;60;1;;;;3080;3171568.52
34.867.728/0001-37;2023-03-31;1;Outras Cotas de FI;BRADESCO CORPORATE FIC FIRF REF;;;;;;;88262.1295369;601289.96
34.867.728/0001-37;2023-06-30;1;Outras Cotas de FI;BRADESCO CORPORATE FIC FIRF REF;;;;;;;242700.31432;315893.21
34.895.711/0001-93;2023-03-31;3;Outras Cotas de FI;FI BRL REFERENCIADO DI LP;15348108000147;;;;;;419.2335;1043200.12
34.895.711/0001-93;2023-06-30;1;Outras Cotas de FI;FI BRL REFERENCIADO DI LP;15.348.108/0001-47;;;;;;138.7644;356759.69
34.895.752/0001-80;2023-03-31;1;Outras Cotas de FI;ITAÚ CORP FEDERAL PLUS RF CP FICFI;3557198000105;;;;;;29020.932;3538657.24
34.895.752/0001-80;2023-06-30;1;Outras Cotas de FI;ITAÚ CORP FEDERAL PLUS RF CP FICFI;3557198000105;;;;;;26433.2369;3328074.69
34.895.894/0001-47;2023-03-31;1;Outras Cotas de FI;ITAÚ CORP FEDERAL PLUS RF CP FICFI;3557198000105;;;;;;22331.6433;2716098.25
34.895.894/0001-47;2023-06-30;1;Outras Cotas de FI;ITAÚ CORP FEDERAL PLUS RF CP FICFI;3557198000105;;;;;;24079.2107;3030225.93
35.360.651/0001-77;2023-03-31;3;Outras Cotas de FI;FI BRL REFERENCIADO DI;15348108000147;;;;;;291.9526;727525.58
35.360.651/0001-77;2023-06-30;1;Outras Cotas de FI;FI BRL REFERENCIADO DI;15348108000147;;;;;;13522.6799;823746.85
35.360.687/0001-50;2023-03-31;1;CRI/CRA;VIRGOSEC - CRI_20J0668136;8769451000108;4;130;;;;8975;9470253.56
35.360.687/0001-50;2023-03-31;1;CRI/CRA;HABITASEC  - CRI_22H1737558;9304427000158;15;1;;;;11300;11011710.76
35.360.687/0001-50;2023-03-31;1;CRI/CRA;VIRGOSEC - CRI_21F0906758;8769451000108;4;293;;;;3966;4103541.88
35.360.687/0001-50;2023-03-31;1;CRI/CRA;TRUE SEC - CRI_22B0939362_DU2;12130744000100;1;488;;;;1184;1184529.82
35.360.687/0001-50;2023-03-31;1;FII;FII CSHGJHSF- HGPO11;11260134000168;;;;;;3;735.3
35.360.687/0001-50;2023-03-31;1;CRI/CRA;TRUE SEC - CRI_22B0939864_DU2;12130744000100;1;489;;;;2029;1983671.12
35.360.687/0001-50;2023-03-31;1;CRI/CRA;TRUE SEC - CRI_22B0939362_DU2;12130744000100;1;488;;;;6895;6898085.42
35.360.687/0001-50;2023-03-31;1;CRI/CRA;TRUE SEC - CRI_21K0914380;12130744000100;1;462;;;;5110;5082415.77
35.360.687/0001-50;2023-03-31;1;CRI/CRA;TRUE SEC - CRI_22B0939875_DU2;12130744000100;1;490;;;;4921;4824046.8
35.360.687/0001-50;2023-03-31;1;CRI/CRA;VIRGOSEC - CRI_20C0936929;8769451000108;4;86;;;;6091;5732714.67
35.360.687/0001-50;2023-03-31;1;CRI/CRA;VIRGOSEC - CRI_20J0667996;8769451000108;4;129;;;;8000;8418299.63
35.360.687/0001-50;2023-03-31;1;FII;FII RBRHGRAD- RBRR11;29467977000103;;;;;;1626;140161.2
35.360.687/0001-50;2023-03-31;1;CRI/CRA;TRUE SEC - CRI_22B0939362_DU2;12130744000100;1;488;;;;4921;4923202.08
35.360.687/0001-50;2023-03-31;1;FII;FII KINEA IP- KNIP11;24960430000113;;;;;;58148;5339730.84
35.360.687/0001-50;2023-03-31;1;FII;FII KINEA SC- KNSC11;35864448000138;;;;;;39061;3368230.03
35.360.687/0001-50;2023-03-31;1;CRI/CRA;GAIA SECURIT CRI_20L0653519;7587384000130;4;169;;;;7307;8627918.13
35.360.687/0001-50;2023-03-31;1;CRI/CRA;HABITASEC  - CRI_19G0228153;9304427000158;1;148;;;;1662;1370111.23
35.360.687/0001-50;2023-03-31;1;CRI/CRA;HABITASEC  - CRI_22H1737532;9304427000158;14;1;;;;20000;20104743.66
35.360.687/0001-50;2023-03-31;1;CRI/CRA;VIRGOSEC - CRI_21D0779652;8769451000108;4;252;;;;2000;2184233.16
35.360.687/0001-50;2023-03-31;1;CRI/CRA;VIRGOSEC - CRI_21F0906786;8769451000108;4;294;;;;1946;2011911.59
35.360.687/0001-50;2023-03-31;1;Outras Cotas de FI;FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP;6175696000173;;;;;;162030.9262;9541447.96
35.360.687/0001-50;2023-03-31;1;FII;FII MAUA- MCCI11;23648935000184;;;;;;50258;4271427.42
35.360.687/0001-50;2023-03-31;1;FII;FII XP INDL- XPIN11;28516325000140;;;;;;16343;1123254.39
35.360.687/0001-50;2023-03-31;1;FII;FII HECT CRI- HCHG11;34508959000154;;;;;;10179;885267.63
35.360.687/0001-50;2023-03-31;1;FII;FII RIOB RC- RCRB11;3683056000186;;;;;;5384;585725.36
35.360.687/0001-50;2023-03-31;1;CRI/CRA;TRUE SEC - CRI_22B0939878_4T;12130744000100;1;491;;;;4921;4865523.64
35.360.687/0001-50;2023-03-31;1;CRI/CRA;VIRGOSEC - CRI_21F0906786;8769451000108;4;294;;;;4886;5051490.26
35.360.687/0001-50;2023-03-31;1;FII;FII GLPG CRI- GCRI11;38293897000161;;;;;;30118;2677189.02
35.360.687/0001-50;2023-03-31;1;FII;FII HSI MALL- HSML11;32892018000131;;;;;;10290;819598.5
35.360.687/0001-50;2023-03-31;1;FII;FII XP PROP- XPPR11;30654849000140;;;;;;1300;33605
35.360.687/0001-50;2023-03-31;1;CRI/CRA;VIRGOSEC - CRI_21F0906758;8769451000108;4;293;;;;7615;7879090.12
35.360.687/0001-50;2023-03-31;1;FII;FII XP CRED- XPCI11;28516301000191;;;;;;52533;4344479.1
35.360.687/0001-50;2023-03-31;1;CRI/CRA;VIRGOSEC - CRI_21F0906525;8769451000108;4;291;;;;2364;2453089.59
35.360.687/0001-50;2023-03-31;1;CRI/CRA;VIRGOSEC - CRI_21F0906695;8769451000108;4;292;;;;11580;11990093.07
35.360.687/0001-50;2023-03-31;1;FII;HSI LOGISTICA - FII BRL1832- HSLG11;32903621000171;;;;;;26788;2029458.88
35.360.687/0001-50;2023-03-31;1;FII;FII EXCELLEN- BTCI11;9552812000114;;;;;;180909;1626371.91
35.360.687/0001-50;2023-03-31;1;CRI/CRA;VIRGOSEC - CRI_21F0906786;8769451000108;4;294;;;;4749;4909850.03
35.360.687/0001-50;2023-03-31;1;FII;FII KINEA RI- KNCR11;16706958000132;;;;;;38031;3725516.76
35.360.687/0001-50;2023-03-31;1;CRI/CRA;TRUE SEC - CRI_21K0914380;12130744000100;1;462;;;;5372;5434504.24
35.360.687/0001-50;2023-03-31;1;FII;FII XP LOG- XPLG11;26502794000185;;;;;;27041;2552129.58
35.360.687/0001-50;2023-03-31;1;CRI/CRA;VIRGOSEC - CRI_20J0643333;8769451000108;4;127;;;;8000;8418116.27
35.360.687/0001-50;2023-03-31;1;FII;FII VINCI UB- VIUR11;36445587000190;;;;;;100000;608000
35.360.687/0001-50;2023-03-31;1;CRI/CRA;BARI SEC CRI_20H0695880;10608405000160;1;85;;;;1437;1665442.25
35.360.687/0001-50;2023-03-31;1;CRI/CRA;VIRGOSEC - CRI_21C0549648;8769451000108;4;226;;;;4710;5531371.78
35.360.687/0001-50;2023-03-31;1;FII;FII BLUE CRI- BLMC11;38294221000192;;;;;;10000;760000
35.360.687/0001-50;2023-03-31;1;CRI/CRA;VIRGOSEC - CRI_22I0246580;8769451000108;47;1;;;;15000;15074820.01
35.360.687/0001-50;2023-03-31;1;FII;FII AFHI CRI- AFHI11;36642293000158;;;;;;4;370.68
35.360.687/0001-50;2023-03-31;1;FII;FII BC FUND- BRCR11;8924783000101;;;;;;17919;945764.82
35.360.687/0001-50;2023-03-31;1;CRI/CRA;TRUE SEC - CRI_22B0939864_DU2;12130744000100;1;489;;;;4921;4811062.38
35.360.687/0001-50;2023-03-31;1;CRI/CRA;VIRGOSEC - CRI_20J0667912;8769451000108;4;128;;;;8000;8418087.3
35.360.687/0001-50;2023-03-31;1;FII;FII BARIGUI- BARI11;29267567000100;;;;;;33194;2639254.94
35.360.687/0001-50;2023-06-30;1;FII;FII VINCI UB- VIUR11;36445587000190;;;;;;95000;796100
35.360.687/0001-50;2023-06-30;1;FII;FII HECT CRI- HCHG11;34508959000154;;;;;;10179;815439.69
35.360.687/0001-50;2023-06-30;1;FII;HSI LOGISTICA - FII BRL1832- HSLG11;32903621000171;;;;;;26788;2544056.36
35.360.687/0001-50;2023-06-30;1;CRI/CRA;VIRGOSEC - CRI_21C0549648;8769451000108;4;226;;;;4710;2720133.46
35.360.687/0001-50;2023-06-30;1;CRI/CRA;VIRGOSEC - CRI_20J0668136;8769451000108;4;130;;;;8975;9475751.32
35.360.687/0001-50;2023-06-30;1;FII;FII KINEA IP- KNIP11;24960430000113;;;;;;58148;5448467.6
35.360.687/0001-50;2023-06-30;1;CRI/CRA;VIRGOSEC - CRI_20J0643333;8769451000108;4;127;;;;8000;8666353.45
35.360.687/0001-50;2023-06-30;1;CRI/CRA;GAIA SECURIT - CRI_20L0653519;7587384000130;4;169;;;;7307;9273439.28
35.360.687/0001-50;2023-06-30;1;CRI/CRA;HABITASEC - CRI_19G0228153;9304427000158;1;148;;;;1662;1345956.82
35.360.687/0001-50;2023-06-30;1;FII;FII HSI MALL- HSML11;32892018000131;;;;;;1182;110635.2
35.360.687/0001-50;2023-06-30;1;FII;FII BLUE CRI- BLMC11;38294221000192;;;;;;10000;790000
35.360.687/0001-50;2023-06-30;1;CRI/CRA;VIRGOSEC - CRI_21F0906786;8769451000108;4;294;;;;4886;5208511.72
35.360.687/0001-50;2023-06-30;1;FII;FII EXCELLEN- BTCI11;9552812000114;;;;;;180909;1655317.35
35.360.687/0001-50;2023-06-30;1;CRI/CRA;VIRGOSEC - CRI_21F0906758;8769451000108;4;293;;;;3966;4231070.93
35.360.687/0001-50;2023-06-30;1;FII;FII BARIGUI- BARI11;29267567000100;;;;;;33194;2828128.8
35.360.687/0001-50;2023-06-30;1;CRI/CRA;VIRGOSEC - CRI_21F0906695;8769451000108;4;292;;;;11580;12362649.4
35.360.687/0001-50;2023-06-30;1;CRI/CRA;VIRGOSEC - CRI_20J0667996;8769451000108;4;129;;;;8000;8666540.33
35.360.687/0001-50;2023-06-30;1;CRI/CRA;TRUE SEC. - CRI_22B0939878_4T;12130744000100;1;491;;;;4921;5041983.49
35.360.687/0001-50;2023-06-30;1;FII;FII XP CRED- XPCI11;28516301000191;;;;;;52533;4622904
35.360.687/0001-50;2023-06-30;1;CRI/CRA;VIRGOSEC - CRI_22I0246580;8769451000108;47;1;;;;15000;15064108.63
35.360.687/0001-50;2023-06-30;1;CRI/CRA;VIRGOSEC - CRI_21D0779652;8769451000108;4;252;;;;2000;2222477.97
35.360.687/0001-50;2023-06-30;1;CRI/CRA;VIRGOSEC - CRI_21F0906786;8769451000108;4;294;;;;4749;5062468.72
35.360.687/0001-50;2023-06-30;1;CRI/CRA;TRUE SEC. - CRI_21K0914380;12130744000100;1;462;;;;5372;5435537.52
35.360.687/0001-50;2023-06-30;1;FII;FII GLPG CRI- GCRI11;38293897000161;;;;;;30118;2785312.64
35.360.687/0001-50;2023-06-30;1;CRI/CRA;VIRGOSEC - CRI_21F0906786;8769451000108;4;294;;;;1946;2074450.22
35.360.687/0001-50;2023-06-30;1;CRI/CRA;VIRGOSEC - CRI_21F0906525;8769451000108;4;291;;;;2364;2506431.28
35.360.687/0001-50;2023-06-30;1;CRI/CRA;BARI SEC - CRI_20H0695880;8769451000108;1;85;;;;1437;1669183.5
35.360.687/0001-50;2023-06-30;1;CRI/CRA;TRUE SEC. - CRI_22B0939864_DU2;12130744000100;1;489;;;;2029;2055160.74
35.360.687/0001-50;2023-06-30;1;CRI/CRA;VIRGOSEC - CRI_20C0936929;8769451000108;4;86;;;;6091;5737998.94
35.360.687/0001-50;2023-06-30;1;CRI/CRA;TRUE SEC. - CRI_22B0939362_DU2;12130744000100;1;488;;;;1184;1227392.73
35.360.687/0001-50;2023-06-30;1;CRI/CRA;HABITASEC - CRI_22H1737532;9304427000158;14;1;;;;20000;20852970.29
35.360.687/0001-50;2023-06-30;1;CRI/CRA;TRUE SEC. - CRI_22B0939362_DU2;12130744000100;1;488;;;;4921;5101351.07
35.360.687/0001-50;2023-06-30;1;FII;FII KINEA SC- KNSC11;35864448000138;;;;;;39061;3476819.61
35.360.687/0001-50;2023-06-30;1;CRI/CRA;VIRGOSEC - CRI_20J0667912;8769451000108;4;128;;;;8000;8666323.93
35.360.687/0001-50;2023-06-30;1;FII;FII RIOB RC- RCRB11;3683056000186;;;;;;5384;774111.52
